op name, kernel name, queue duration (ms), submit duration (ms), exec duration (ms), global size, local size, output size
ffn_norm-17,kernel_rms_norm_mul,0.064400,2.091100,0.005800,2048x1x1,1024x1x1,2048x2x1x1
ffn_moe_logits-17,kernel_mul_mm_f32_f32_l4_lm,0.039400,2.097500,0.455800,128x1x1,128x1x1,64x2x1x1
ffn_moe_probs-17,kernel_soft_max_4,0.029400,2.553900,0.003800,128x1x1,64x1x1,64x2x1x1
ffn_moe_argsort-17,kernel_argsort_f32_i32,0.021400,2.558200,0.012100,64x2x1,64x1x1,64x2x1x1
ffn_moe_weights-17,kernel_get_rows_f32,0.014400,2.570800,0.002800,6x2x1,1x1x1,1x6x2x1
ffn_moe_out-17,kernel_moe_combine_f32,0.078200,0.051100,0.004100,512x2x0,64x1x0,2048x2x1x1
ffn_gate-17,kernel_transpose_32_16,0.062200,0.055800,0.005000,512x2x0,1x16x0,2816x2x1x1
ffn_gate-17,kernel_gemm_noshuffle_q4_0_f32,0.056200,0.061300,0.323600,1x704x1,1x128x1,2816x2x1x1
ffn_up-17,kernel_transpose_32_16,0.045200,0.385400,0.004800,512x2x0,1x16x0,2816x2x1x1
ffn_up-17,kernel_gemm_noshuffle_q4_0_f32,0.039200,0.390700,0.321400,1x704x1,1x128x1,2816x2x1x1
ffn_swiglu-17,kernel_swiglu,0.030200,0.712700,0.004200,1024x1x1,512x1x1,2816x2x1x1
ffn_shexp-17,kernel_transpose_32_16,0.020200,0.717500,0.006000,704x2x0,1x16x0,2048x2x1x1
ffn_shexp-17,kernel_gemm_noshuffle_q4_0_f32,0.111000,0.630100,0.439800,1x512x1,1x128x1,2048x2x1x1
ffn_out-17,kernel_add,0.078000,1.070400,0.013600,128x1x1,64x1x1,2048x2x1x1
l_out-17,kernel_add,0.067000,1.084500,0.013900,128x1x1,64x1x1,2048x2x1x1
attn_norm-18,kernel_rms_norm_mul,0.057000,1.098900,0.005500,2048x1x1,1024x1x1,2048x2x1x1
q-18,kernel_transpose_32_16,0.049000,1.104900,0.004700,512x2x0,1x16x0,3072x2x1x1
q-18,kernel_gemm_noshuffle_q4_0_f32,0.043000,1.110200,0.321400,1x768x1,1x128x1,3072x2x1x1
q_pe-18,kernel_rope_norm_f32,0.030000,1.432100,0.003100,1024x2x1,64x1x1,64x16x2x1
Qcur-18,kernel_concat_f32,0.020000,1.435700,0.003100,1024x2x1,64x1x1,192x16x2x1
kv_cmpr_pe-18,kernel_transpose_32_16,0.100600,1.354500,0.005300,512x2x0,1x16x0,576x2x1x1
kv_cmpr_pe-18,kernel_gemm_noshuffle_q4_0_f32,0.077600,1.360300,0.315200,1x144x1,1x128x1,576x2x1x1
kv_cmpr-18,kernel_rms_norm_mul,0.065600,1.676000,0.004000,1024x1x1,512x1x1,512x2x1x1
kv-18,kernel_transpose_32_16,0.057600,1.680500,0.002700,128x2x0,1x16x0,4096x2x1x1
kv-18,kernel_gemm_noshuffle_q4_0_f32,0.052600,1.683800,0.084400,1x1024x1,1x128x1,4096x2x1x1
Vcur_cont-18,kernel_cpy_f32_f32,0.041600,1.768800,0.002900,1024x2x1,64x1x1,128x16x2x1
k_pe-18,kernel_rope_norm_f32,0.028600,1.772200,0.002500,64x2x1,64x1x1,64x1x2x1
node_1146,kernel_repeat_f32,0.020600,1.775200,0.002500,1024x2x1,64x1x1,64x16x2x1
Kcur-18,kernel_concat_f32,0.127400,1.665600,0.002900,1024x2x1,64x1x1,192x16x2x1
cache_k_l18 (view),kernel_set_rows_f16_i64,0.098400,1.669100,0.004100,2048x1x1,1024x1x1,3072x4096x1x1
cache_v_l18 (view),kernel_set_rows_f16_i64,0.090400,1.673700,0.003300,2048x1x1,1024x1x1,2048x4096x1x1
node_1158,flash_attn_blk_f16,0.070400,1.677500,0.005200,16x1x1,0x0x0,128x16x2x1
node_1158,flash_attn_f32_f16,0.050400,1.683200,0.107400,16x16x0,16x1x0,128x16x2x1
node_1160,kernel_transpose_32_16,0.039400,1.791100,0.004900,512x2x0,1x16x0,2048x2x1x1
node_1160,kernel_gemm_noshuffle_q4_0_f32,0.034400,1.796600,0.328000,1x512x1,1x128x1,2048x2x1x1
ffn_inp-18,kernel_add,0.020400,2.125100,0.013300,128x1x1,64x1x1,2048x2x1x1
ffn_norm-18,kernel_rms_norm_mul,0.067400,2.085700,0.005700,2048x1x1,1024x1x1,2048x2x1x1
ffn_moe_logits-18,kernel_mul_mm_f32_f32_l4_lm,0.043400,2.091900,0.457800,128x1x1,128x1x1,64x2x1x1
ffn_moe_probs-18,kernel_soft_max_4,0.031400,2.550200,0.004000,128x1x1,64x1x1,64x2x1x1
ffn_moe_argsort-18,kernel_argsort_f32_i32,0.024400,2.554700,0.012000,64x2x1,64x1x1,64x2x1x1
ffn_moe_weights-18,kernel_get_rows_f32,0.015400,2.567200,0.002800,6x2x1,1x1x1,1x6x2x1
ffn_moe_out-18,kernel_moe_combine_f32,0.103800,0.063300,0.004200,512x2x0,64x1x0,2048x2x1x1
ffn_gate-18,kernel_transpose_32_16,0.070800,0.068000,0.005100,512x2x0,1x16x0,2816x2x1x1
ffn_gate-18,kernel_gemm_noshuffle_q4_0_f32,0.061800,0.073600,0.333700,1x704x1,1x128x1,2816x2x1x1
ffn_up-18,kernel_transpose_32_16,0.048800,0.407900,0.004900,512x2x0,1x16x0,2816x2x1x1
ffn_up-18,kernel_gemm_noshuffle_q4_0_f32,0.042800,0.413300,0.329800,1x704x1,1x128x1,2816x2x1x1
ffn_swiglu-18,kernel_swiglu,0.032800,0.743700,0.004200,1024x1x1,512x1x1,2816x2x1x1
ffn_shexp-18,kernel_transpose_32_16,0.019800,0.748400,0.006100,704x2x0,1x16x0,2048x2x1x1
ffn_shexp-18,kernel_gemm_noshuffle_q4_0_f32,0.130400,0.644100,0.465700,1x512x1,1x128x1,2048x2x1x1
ffn_out-18,kernel_add,0.084400,1.110300,0.013200,128x1x1,64x1x1,2048x2x1x1
l_out-18,kernel_add,0.073400,1.124100,0.013300,128x1x1,64x1x1,2048x2x1x1
attn_norm-19,kernel_rms_norm_mul,0.061400,1.137900,0.005400,2048x1x1,1024x1x1,2048x2x1x1
q-19,kernel_transpose_32_16,0.052400,1.143900,0.004900,512x2x0,1x16x0,3072x2x1x1
q-19,kernel_gemm_noshuffle_q4_0_f32,0.046400,1.149300,0.336300,1x768x1,1x128x1,3072x2x1x1
q_pe-19,kernel_rope_norm_f32,0.032400,1.486200,0.003100,1024x2x1,64x1x1,64x16x2x1
Qcur-19,kernel_concat_f32,0.020400,1.489800,0.003400,1024x2x1,64x1x1,192x16x2x1
kv_cmpr_pe-19,kernel_transpose_32_16,0.107800,1.400500,0.005200,512x2x0,1x16x0,576x2x1x1
kv_cmpr_pe-19,kernel_gemm_noshuffle_q4_0_f32,0.083800,1.406300,0.323200,1x144x1,1x128x1,576x2x1x1
kv_cmpr-19,kernel_rms_norm_mul,0.071800,1.730100,0.003700,1024x1x1,512x1x1,512x2x1x1
kv-19,kernel_transpose_32_16,0.063800,1.734400,0.002700,128x2x0,1x16x0,4096x2x1x1
kv-19,kernel_gemm_noshuffle_q4_0_f32,0.057800,1.737600,0.087600,1x1024x1,1x128x1,4096x2x1x1
Vcur_cont-19,kernel_cpy_f32_f32,0.045800,1.825700,0.003200,1024x2x1,64x1x1,128x16x2x1
k_pe-19,kernel_rope_norm_f32,0.032800,1.829400,0.002500,64x2x1,64x1x1,64x1x2x1
node_1210,kernel_repeat_f32,0.023800,1.832400,0.002600,1024x2x1,64x1x1,64x16x2x1
Kcur-19,kernel_concat_f32,0.144200,1.706100,0.002900,1024x2x1,64x1x1,192x16x2x1
cache_k_l19 (view),kernel_set_rows_f16_i64,0.116200,1.709500,0.004300,2048x1x1,1024x1x1,3072x4096x1x1
cache_v_l19 (view),kernel_set_rows_f16_i64,0.106200,1.714300,0.003300,2048x1x1,1024x1x1,2048x4096x1x1
node_1222,flash_attn_blk_f16,0.072200,1.718200,0.005100,16x1x1,0x0x0,128x16x2x1
node_1222,flash_attn_f32_f16,0.054200,1.723900,0.112500,16x16x0,16x1x0,128x16x2x1
node_1224,kernel_transpose_32_16,0.041200,1.837000,0.004800,512x2x0,1x16x0,2048x2x1x1
node_1224,kernel_gemm_noshuffle_q4_0_f32,0.036200,1.842300,0.334500,1x512x1,1x128x1,2048x2x1x1
ffn_inp-19,kernel_add,0.022200,2.177300,0.013000,128x1x1,64x1x1,2048x2x1x1
ffn_norm-19,kernel_rms_norm_mul,0.069200,2.137100,0.005700,2048x1x1,1024x1x1,2048x2x1x1
ffn_moe_logits-19,kernel_mul_mm_f32_f32_l4_lm,0.043200,2.143300,0.469200,128x1x1,128x1x1,64x2x1x1
ffn_moe_probs-19,kernel_soft_max_4,0.030200,2.613000,0.003800,128x1x1,64x1x1,64x2x1x1
ffn_moe_argsort-19,kernel_argsort_f32_i32,0.021200,2.617300,0.012100,64x2x1,64x1x1,64x2x1x1
ffn_moe_weights-19,kernel_get_rows_f32,0.013200,2.630000,0.002800,6x2x1,1x1x1,1x6x2x1
ffn_moe_out-19,kernel_moe_combine_f32,0.094000,0.055600,0.004100,512x2x0,64x1x0,2048x2x1x1
ffn_gate-19,kernel_transpose_32_16,0.065000,0.060300,0.005000,512x2x0,1x16x0,2816x2x1x1
ffn_gate-19,kernel_gemm_noshuffle_q4_0_f32,0.057000,0.065800,0.321400,1x704x1,1x128x1,2816x2x1x1
ffn_up-19,kernel_transpose_32_16,0.046000,0.387700,0.004800,512x2x0,1x16x0,2816x2x1x1
ffn_up-19,kernel_gemm_noshuffle_q4_0_f32,0.041000,0.393000,0.316300,1x704x1,1x128x1,2816x2x1x1
ffn_swiglu-19,kernel_swiglu,0.030000,0.709900,0.004100,1024x1x1,512x1x1,2816x2x1x1
ffn_shexp-19,kernel_transpose_32_16,0.021000,0.714500,0.006000,704x2x0,1x16x0,2048x2x1x1
ffn_shexp-19,kernel_gemm_noshuffle_q4_0_f32,0.122000,0.619600,0.442400,1x512x1,1x128x1,2048x2x1x1
ffn_out-19,kernel_add,0.084000,1.062600,0.013500,128x1x1,64x1x1,2048x2x1x1
l_out-19,kernel_add,0.072000,1.076700,0.014000,128x1x1,64x1x1,2048x2x1x1
attn_norm-20,kernel_rms_norm_mul,0.062000,1.091300,0.005400,2048x1x1,1024x1x1,2048x2x1x1
q-20,kernel_transpose_32_16,0.054000,1.097300,0.004600,512x2x0,1x16x0,3072x2x1x1
q-20,kernel_gemm_noshuffle_q4_0_f32,0.048000,1.102500,0.321000,1x768x1,1x128x1,3072x2x1x1
q_pe-20,kernel_rope_norm_f32,0.032000,1.424000,0.003100,1024x2x1,64x1x1,64x16x2x1
Qcur-20,kernel_concat_f32,0.023000,1.427700,0.003100,1024x2x1,64x1x1,192x16x2x1
kv_cmpr_pe-20,kernel_transpose_32_16,0.108000,1.339300,0.005300,512x2x0,1x16x0,576x2x1x1
kv_cmpr_pe-20,kernel_gemm_noshuffle_q4_0_f32,0.085000,1.345200,0.314700,1x144x1,1x128x1,576x2x1x1
kv_cmpr-20,kernel_rms_norm_mul,0.073000,1.660500,0.003900,1024x1x1,512x1x1,512x2x1x1
kv-20,kernel_transpose_32_16,0.063000,1.664900,0.002700,128x2x0,1x16x0,4096x2x1x1
kv-20,kernel_gemm_noshuffle_q4_0_f32,0.057000,1.668100,0.084100,1x1024x1,1x128x1,4096x2x1x1
Vcur_cont-20,kernel_cpy_f32_f32,0.047000,1.752800,0.003100,1024x2x1,64x1x1,128x16x2x1
k_pe-20,kernel_rope_norm_f32,0.034000,1.756400,0.002600,64x2x1,64x1x1,64x1x2x1
node_1274,kernel_repeat_f32,0.025000,1.759500,0.002600,1024x2x1,64x1x1,64x16x2x1
Kcur-20,kernel_concat_f32,0.138600,1.639900,0.003000,1024x2x1,64x1x1,192x16x2x1
cache_k_l20 (view),kernel_set_rows_f16_i64,0.110600,1.643400,0.004200,2048x1x1,1024x1x1,3072x4096x1x1
cache_v_l20 (view),kernel_set_rows_f16_i64,0.101600,1.648100,0.003300,2048x1x1,1024x1x1,2048x4096x1x1
node_1286,flash_attn_blk_f16,0.073600,1.651900,0.005100,16x1x1,0x0x0,128x16x2x1
node_1286,flash_attn_f32_f16,0.056600,1.657600,0.106400,16x16x0,16x1x0,128x16x2x1
node_1288,kernel_transpose_32_16,0.041600,1.764600,0.004800,512x2x0,1x16x0,2048x2x1x1
node_1288,kernel_gemm_noshuffle_q4_0_f32,0.036600,1.770000,0.327700,1x512x1,1x128x1,2048x2x1x1
ffn_inp-20,kernel_add,0.023600,2.098300,0.013300,128x1x1,64x1x1,2048x2x1x1
ffn_norm-20,kernel_rms_norm_mul,0.071000,2.058200,0.005800,2048x1x1,1024x1x1,2048x2x1x1
ffn_moe_logits-20,kernel_mul_mm_f32_f32_l4_lm,0.043000,2.064600,0.462300,128x1x1,128x1x1,64x2x1x1
ffn_moe_probs-20,kernel_soft_max_4,0.033000,2.527500,0.004100,128x1x1,64x1x1,64x2x1x1
ffn_moe_argsort-20,kernel_argsort_f32_i32,0.025000,2.532100,0.011900,64x2x1,64x1x1,64x2x1x1
ffn_moe_weights-20,kernel_get_rows_f32,0.016000,2.544600,0.003000,6x2x1,1x1x1,1x6x2x1
ffn_moe_out-20,kernel_moe_combine_f32,0.092400,0.300700,0.004300,512x2x0,64x1x0,2048x2x1x1
ffn_gate-20,kernel_transpose_32_16,0.072400,0.305500,0.005300,512x2x0,1x16x0,2816x2x1x1
ffn_gate-20,kernel_gemm_noshuffle_q4_0_f32,0.065400,0.311300,0.320200,1x704x1,1x128x1,2816x2x1x1
ffn_up-20,kernel_transpose_32_16,0.054400,0.632100,0.004800,512x2x0,1x16x0,2816x2x1x1
ffn_up-20,kernel_gemm_noshuffle_q4_0_f32,0.047400,0.637400,0.317800,1x704x1,1x128x1,2816x2x1x1
ffn_swiglu-20,kernel_swiglu,0.038400,0.955700,0.004000,1024x1x1,512x1x1,2816x2x1x1
ffn_shexp-20,kernel_transpose_32_16,0.028400,0.960300,0.006000,704x2x0,1x16x0,2048x2x1x1
ffn_shexp-20,kernel_gemm_noshuffle_q4_0_f32,0.136000,0.860800,0.448200,1x512x1,1x128x1,2048x2x1x1
ffn_out-20,kernel_add,0.088000,1.309500,0.013200,128x1x1,64x1x1,2048x2x1x1
l_out-20,kernel_add,0.076000,1.323200,0.013900,128x1x1,64x1x1,2048x2x1x1
attn_norm-21,kernel_rms_norm_mul,0.065000,1.337700,0.005300,2048x1x1,1024x1x1,2048x2x1x1
q-21,kernel_transpose_32_16,0.054000,1.343500,0.004700,512x2x0,1x16x0,3072x2x1x1
q-21,kernel_gemm_noshuffle_q4_0_f32,0.048000,1.348800,0.323700,1x768x1,1x128x1,3072x2x1x1
q_pe-21,kernel_rope_norm_f32,0.034000,1.673100,0.003000,1024x2x1,64x1x1,64x16x2x1
Qcur-21,kernel_concat_f32,0.024000,1.676700,0.003100,1024x2x1,64x1x1,192x16x2x1
kv_cmpr_pe-21,kernel_transpose_32_16,0.107200,1.590300,0.005200,512x2x0,1x16x0,576x2x1x1
kv_cmpr_pe-21,kernel_gemm_noshuffle_q4_0_f32,0.081200,1.596100,0.313400,1x144x1,1x128x1,576x2x1x1
kv_cmpr-21,kernel_rms_norm_mul,0.069200,1.910000,0.004000,1024x1x1,512x1x1,512x2x1x1
kv-21,kernel_transpose_32_16,0.061200,1.914600,0.002700,128x2x0,1x16x0,4096x2x1x1
kv-21,kernel_gemm_noshuffle_q4_0_f32,0.056200,1.917900,0.085100,1x1024x1,1x128x1,4096x2x1x1
Vcur_cont-21,kernel_cpy_f32_f32,0.044200,2.003500,0.003100,1024x2x1,64x1x1,128x16x2x1
k_pe-21,kernel_rope_norm_f32,0.032200,2.007100,0.002500,64x2x1,64x1x1,64x1x2x1
node_1338,kernel_repeat_f32,0.023200,2.010100,0.002500,1024x2x1,64x1x1,64x16x2x1
Kcur-21,kernel_concat_f32,0.138800,1.891600,0.002900,1024x2x1,64x1x1,192x16x2x1
cache_k_l21 (view),kernel_set_rows_f16_i64,0.109800,1.895100,0.003900,2048x1x1,1024x1x1,3072x4096x1x1
cache_v_l21 (view),kernel_set_rows_f16_i64,0.101800,1.899600,0.003200,2048x1x1,1024x1x1,2048x4096x1x1
node_1350,flash_attn_blk_f16,0.072800,1.903300,0.005200,16x1x1,0x0x0,128x16x2x1
node_1350,flash_attn_f32_f16,0.055800,1.909100,0.107500,16x16x0,16x1x0,128x16x2x1
node_1352,kernel_transpose_32_16,0.042800,2.017100,0.005000,512x2x0,1x16x0,2048x2x1x1
node_1352,kernel_gemm_noshuffle_q4_0_f32,0.037800,2.022700,0.322400,1x512x1,1x128x1,2048x2x1x1
ffn_inp-21,kernel_add,0.024800,2.345600,0.013200,128x1x1,64x1x1,2048x2x1x1
ffn_norm-21,kernel_rms_norm_mul,0.070200,2.306300,0.005700,2048x1x1,1024x1x1,2048x2x1x1
ffn_moe_logits-21,kernel_mul_mm_f32_f32_l4_lm,0.043200,2.312600,0.455300,128x1x1,128x1x1,64x2x1x1
ffn_moe_probs-21,kernel_soft_max_4,0.032200,2.768400,0.003800,128x1x1,64x1x1,64x2x1x1
ffn_moe_argsort-21,kernel_argsort_f32_i32,0.023200,2.772800,0.011900,64x2x1,64x1x1,64x2x1x1
ffn_moe_weights-21,kernel_get_rows_f32,0.015200,2.785300,0.002700,6x2x1,1x1x1,1x6x2x1
ffn_moe_out-21,kernel_moe_combine_f32,0.090000,0.057100,0.004300,512x2x0,64x1x0,2048x2x1x1
ffn_gate-21,kernel_transpose_32_16,0.070000,0.061900,0.004900,512x2x0,1x16x0,2816x2x1x1
ffn_gate-21,kernel_gemm_noshuffle_q4_0_f32,0.064000,0.067300,0.319500,1x704x1,1x128x1,2816x2x1x1
ffn_up-21,kernel_transpose_32_16,0.052000,0.387300,0.004800,512x2x0,1x16x0,2816x2x1x1
ffn_up-21,kernel_gemm_noshuffle_q4_0_f32,0.046000,0.392700,0.321000,1x704x1,1x128x1,2816x2x1x1
ffn_swiglu-21,kernel_swiglu,0.035000,0.714200,0.004200,1024x1x1,512x1x1,2816x2x1x1
ffn_shexp-21,kernel_transpose_32_16,0.026000,0.719000,0.006100,704x2x0,1x16x0,2048x2x1x1
ffn_shexp-21,kernel_gemm_noshuffle_q4_0_f32,0.133200,0.617800,0.444200,1x512x1,1x128x1,2048x2x1x1
ffn_out-21,kernel_add,0.087200,1.062600,0.013000,128x1x1,64x1x1,2048x2x1x1
l_out-21,kernel_add,0.074200,1.076100,0.014100,128x1x1,64x1x1,2048x2x1x1
attn_norm-22,kernel_rms_norm_mul,0.061200,1.090800,0.005500,2048x1x1,1024x1x1,2048x2x1x1
q-22,kernel_transpose_32_16,0.053200,1.096800,0.004700,512x2x0,1x16x0,3072x2x1x1
q-22,kernel_gemm_noshuffle_q4_0_f32,0.047200,1.102000,0.320200,1x768x1,1x128x1,3072x2x1x1
q_pe-22,kernel_rope_norm_f32,0.034200,1.422700,0.003200,1024x2x1,64x1x1,64x16x2x1
Qcur-22,kernel_concat_f32,0.023200,1.426400,0.003300,1024x2x1,64x1x1,192x16x2x1
kv_cmpr_pe-22,kernel_transpose_32_16,0.133200,1.314400,0.005200,512x2x0,1x16x0,576x2x1x1
kv_cmpr_pe-22,kernel_gemm_noshuffle_q4_0_f32,0.081200,1.320200,0.312300,1x144x1,1x128x1,576x2x1x1
kv_cmpr-22,kernel_rms_norm_mul,0.068200,1.633000,0.003900,1024x1x1,512x1x1,512x2x1x1
kv-22,kernel_transpose_32_16,0.060200,1.637500,0.002700,128x2x0,1x16x0,4096x2x1x1
kv-22,kernel_gemm_noshuffle_q4_0_f32,0.054200,1.640700,0.084000,1x1024x1,1x128x1,4096x2x1x1
Vcur_cont-22,kernel_cpy_f32_f32,0.043200,1.725200,0.003200,1024x2x1,64x1x1,128x16x2x1
k_pe-22,kernel_rope_norm_f32,0.030200,1.729000,0.002500,64x2x1,64x1x1,64x1x2x1
node_1402,kernel_repeat_f32,0.021200,1.732000,0.002700,1024x2x1,64x1x1,64x16x2x1
Kcur-22,kernel_concat_f32,0.133000,1.617600,0.002900,1024x2x1,64x1x1,192x16x2x1
cache_k_l22 (view),kernel_set_rows_f16_i64,0.106000,1.621100,0.004300,2048x1x1,1024x1x1,3072x4096x1x1
cache_v_l22 (view),kernel_set_rows_f16_i64,0.096000,1.625900,0.003200,2048x1x1,1024x1x1,2048x4096x1x1
node_1414,flash_attn_blk_f16,0.070000,1.629600,0.005300,16x1x1,0x0x0,128x16x2x1
node_1414,flash_attn_f32_f16,0.053000,1.635400,0.107500,16x16x0,16x1x0,128x16x2x1
node_1416,kernel_transpose_32_16,0.040000,1.743400,0.005000,512x2x0,1x16x0,2048x2x1x1
node_1416,kernel_gemm_noshuffle_q4_0_f32,0.034000,1.748900,0.328600,1x512x1,1x128x1,2048x2x1x1
ffn_inp-22,kernel_add,0.020000,2.078000,0.013000,128x1x1,64x1x1,2048x2x1x1
ffn_norm-22,kernel_rms_norm_mul,0.065400,2.039700,0.005800,2048x1x1,1024x1x1,2048x2x1x1
ffn_moe_logits-22,kernel_mul_mm_f32_f32_l4_lm,0.042400,2.046000,0.459300,128x1x1,128x1x1,64x2x1x1
ffn_moe_probs-22,kernel_soft_max_4,0.030400,2.505900,0.003700,128x1x1,64x1x1,64x2x1x1
ffn_moe_argsort-22,kernel_argsort_f32_i32,0.023400,2.510100,0.012100,64x2x1,64x1x1,64x2x1x1
ffn_moe_weights-22,kernel_get_rows_f32,0.015400,2.522700,0.002700,6x2x1,1x1x1,1x6x2x1
ffn_moe_out-22,kernel_moe_combine_f32,0.113400,0.051800,0.004200,512x2x0,64x1x0,2048x2x1x1
ffn_gate-22,kernel_transpose_32_16,0.085400,0.056600,0.004900,512x2x0,1x16x0,2816x2x1x1
ffn_gate-22,kernel_gemm_noshuffle_q4_0_f32,0.072400,0.062000,0.321200,1x704x1,1x128x1,2816x2x1x1
ffn_up-22,kernel_transpose_32_16,0.050400,0.383700,0.004800,512x2x0,1x16x0,2816x2x1x1
ffn_up-22,kernel_gemm_noshuffle_q4_0_f32,0.044400,0.389100,0.322000,1x704x1,1x128x1,2816x2x1x1
ffn_swiglu-22,kernel_swiglu,0.034400,0.711700,0.004100,1024x1x1,512x1x1,2816x2x1x1
ffn_shexp-22,kernel_transpose_32_16,0.025400,0.716400,0.006000,704x2x0,1x16x0,2048x2x1x1
ffn_shexp-22,kernel_gemm_noshuffle_q4_0_f32,0.125600,0.620800,0.451900,1x512x1,1x128x1,2048x2x1x1
ffn_out-22,kernel_add,0.083600,1.073200,0.013300,128x1x1,64x1x1,2048x2x1x1
l_out-22,kernel_add,0.071600,1.087000,0.013600,128x1x1,64x1x1,2048x2x1x1
attn_norm-23,kernel_rms_norm_mul,0.060600,1.101100,0.005500,2048x1x1,1024x1x1,2048x2x1x1
q-23,kernel_transpose_32_16,0.050600,1.107100,0.004800,512x2x0,1x16x0,3072x2x1x1
q-23,kernel_gemm_noshuffle_q4_0_f32,0.045600,1.112500,0.328000,1x768x1,1x128x1,3072x2x1x1
q_pe-23,kernel_rope_norm_f32,0.030600,1.441100,0.003300,1024x2x1,64x1x1,64x16x2x1
Qcur-23,kernel_concat_f32,0.021600,1.445000,0.002900,1024x2x1,64x1x1,192x16x2x1
kv_cmpr_pe-23,kernel_transpose_32_16,0.037800,1.426800,0.005200,512x2x0,1x16x0,576x2x1x1
kv_cmpr_pe-23,kernel_gemm_noshuffle_q4_0_f32,0.014800,1.432600,0.315300,1x144x1,1x128x1,576x2x1x1
kv_cmpr-23,kernel_rms_norm_mul,0.151000,0.300400,0.006200,1024x1x1,512x1x1,512x2x1x1
kv-23,kernel_transpose_32_16,0.130000,0.307100,0.003000,128x2x0,1x16x0,4096x2x1x1
kv-23,kernel_gemm_noshuffle_q4_0_f32,0.123000,0.310600,0.084400,1x1024x1,1x128x1,4096x2x1x1
Vcur_cont-23,kernel_cpy_f32_f32,0.107000,0.395500,0.003000,1024x2x1,64x1x1,128x16x2x1
k_pe-23,kernel_rope_norm_f32,0.090000,0.399100,0.002500,64x2x1,64x1x1,64x1x2x1
node_1466,kernel_repeat_f32,0.080000,0.402100,0.002500,1024x2x1,64x1x1,64x16x2x1
Kcur-23,kernel_concat_f32,0.068000,0.405200,0.003000,1024x2x1,64x1x1,192x16x2x1
cache_k_l23 (view),kernel_set_rows_f16_i64,0.041000,0.408800,0.004100,2048x1x1,1024x1x1,3072x4096x1x1
cache_v_l23 (view),kernel_set_rows_f16_i64,0.184600,0.255400,0.003700,2048x1x1,1024x1x1,2048x4096x1x1
node_1478,flash_attn_blk_f16,0.113600,0.259600,0.005200,16x1x1,0x0x0,128x16x2x1
node_1478,flash_attn_f32_f16,0.091600,0.265400,0.106400,16x16x0,16x1x0,128x16x2x1
node_1480,kernel_transpose_32_16,0.075600,0.372300,0.004900,512x2x0,1x16x0,2048x2x1x1
node_1480,kernel_gemm_noshuffle_q4_0_f32,0.066600,0.377800,0.321500,1x512x1,1x128x1,2048x2x1x1
ffn_inp-23,kernel_add,0.051600,0.699900,0.012900,128x1x1,64x1x1,2048x2x1x1
ffn_norm-23,kernel_rms_norm_mul,0.039600,0.713300,0.005600,2048x1x1,1024x1x1,2048x2x1x1
ffn_moe_logits-23,kernel_mul_mm_f32_f32_l4_lm,0.030600,0.719400,0.472900,128x1x1,128x1x1,64x2x1x1
ffn_moe_probs-23,kernel_soft_max_4,0.091600,1.123500,0.003500,128x1x1,64x1x1,64x2x1x1
ffn_moe_argsort-23,kernel_argsort_f32_i32,0.055600,1.127600,0.011900,64x2x1,64x1x1,64x2x1x1
ffn_moe_weights-23,kernel_get_rows_f32,0.046600,1.140100,0.002600,6x2x1,1x1x1,1x6x2x1
ffn_moe_out-23,kernel_moe_combine_f32,0.098200,0.056600,0.004500,512x2x0,64x1x0,2048x2x1x1
ffn_gate-23,kernel_transpose_32_16,0.076200,0.061700,0.005000,512x2x0,1x16x0,2816x2x1x1
ffn_gate-23,kernel_gemm_noshuffle_q4_0_f32,0.064200,0.067200,0.321000,1x704x1,1x128x1,2816x2x1x1
ffn_up-23,kernel_transpose_32_16,0.049200,0.388800,0.004700,512x2x0,1x16x0,2816x2x1x1
ffn_up-23,kernel_gemm_noshuffle_q4_0_f32,0.044200,0.394100,0.318000,1x704x1,1x128x1,2816x2x1x1
ffn_swiglu-23,kernel_swiglu,0.035200,0.712700,0.004400,1024x1x1,512x1x1,2816x2x1x1
ffn_shexp-23,kernel_transpose_32_16,0.026200,0.717600,0.006200,704x2x0,1x16x0,2048x2x1x1
ffn_shexp-23,kernel_gemm_noshuffle_q4_0_f32,0.125000,0.623900,0.443600,1x512x1,1x128x1,2048x2x1x1
ffn_out-23,kernel_add,0.081000,1.068000,0.013100,128x1x1,64x1x1,2048x2x1x1
l_out-23,kernel_add,0.069000,1.081700,0.013800,128x1x1,64x1x1,2048x2x1x1
attn_norm-24,kernel_rms_norm_mul,0.058000,1.096000,0.005500,2048x1x1,1024x1x1,2048x2x1x1
q-24,kernel_transpose_32_16,0.050000,1.102100,0.004700,512x2x0,1x16x0,3072x2x1x1
q-24,kernel_gemm_noshuffle_q4_0_f32,0.045000,1.107300,0.320800,1x768x1,1x128x1,3072x2x1x1
q_pe-24,kernel_rope_norm_f32,0.031000,1.428600,0.003300,1024x2x1,64x1x1,64x16x2x1
Qcur-24,kernel_concat_f32,0.022000,1.432500,0.003100,1024x2x1,64x1x1,192x16x2x1
kv_cmpr_pe-24,kernel_transpose_32_16,0.103600,1.348600,0.005200,512x2x0,1x16x0,576x2x1x1
kv_cmpr_pe-24,kernel_gemm_noshuffle_q4_0_f32,0.080600,1.354300,0.313800,1x144x1,1x128x1,576x2x1x1
